# Field minima and maxima
# Time                	min(U)                	max(U)                
4.75e-05              	2.13155978740966e-01	5.96119689555376e+00
4.8e-05               	2.13664520572569e-01	5.96841601729595e+00
4.85e-05              	2.14174301871995e-01	5.97551717314714e+00
4.9e-05               	2.14685310164435e-01	5.98250464358144e+00
4.95e-05              	2.15197540287723e-01	5.98938257154353e+00
5e-05                 	2.15710945323122e-01	5.99615501257443e+00
5.05e-05              	2.16225515240266e-01	6.00282583714960e+00
5.1e-05               	2.16741174330907e-01	6.00939885940094e+00
5.15e-05              	2.17257983939681e-01	6.01587757633260e+00
5.2e-05               	2.17775861878472e-01	6.02226544158241e+00
5.25e-05              	2.18294884199041e-01	6.02856566693061e+00
5.3e-05               	2.18815049587807e-01	6.03478136146499e+00
5.35e-05              	2.19336350610808e-01	6.04091547160342e+00
5.4e-05               	2.19858784757020e-01	6.04697078466241e+00
5.45e-05              	2.20382353661078e-01	6.05294994195154e+00
5.5e-05               	2.20907129388865e-01	6.05885545743890e+00
5.55e-05              	2.21433146648569e-01	6.06468971254927e+00
5.6e-05               	2.21960439713357e-01	6.07045497639435e+00
5.65e-05              	2.22488926946198e-01	6.07615331053376e+00
5.7e-05               	2.23018610785437e-01	6.08178667972844e+00
5.75e-05              	2.23549501624473e-01	6.08735692909696e+00
5.8e-05               	2.24081607217927e-01	6.09286578891710e+00
5.85e-05              	2.24614931808484e-01	6.09831488031062e+00
5.9e-05               	2.25149478481449e-01	6.10370571639297e+00
5.95e-05              	2.25685252035873e-01	6.10903971400617e+00
6e-05                 	2.26222182422511e-01	6.11431819772643e+00
6.05e-05              	2.26760250315889e-01	6.11954240117166e+00
6.1e-05               	2.27299294493552e-01	6.12471345957129e+00
6.15e-05              	2.27840182658711e-01	6.12983252469876e+00
6.2e-05               	2.28382993493422e-01	6.13490060718259e+00
6.25e-05              	2.28927288360126e-01	6.13991860921161e+00
6.3e-05               	2.29473934956986e-01	6.14488748830289e+00
6.35e-05              	2.30021547730902e-01	6.14980794526218e+00
6.4e-05               	2.30570562564232e-01	6.15468081602791e+00
6.45e-05              	2.31120898677578e-01	6.15950680160028e+00
6.5e-05               	2.31672532158098e-01	6.16428655566339e+00
6.55e-05              	2.32225406805788e-01	6.16902066199078e+00
6.6e-05               	2.32779782958807e-01	6.17371003329205e+00
6.65e-05              	2.33335934842744e-01	6.17835566240833e+00
6.7e-05               	2.33893572932848e-01	6.18295785316564e+00
6.75e-05              	2.34453128241843e-01	6.18751745480316e+00
6.8e-05               	2.35014378762816e-01	6.19203468419815e+00
6.85e-05              	2.35577049491796e-01	6.19650996159050e+00
6.9e-05               	2.36141126052198e-01	6.20094366129250e+00
6.95e-05              	2.36706624927239e-01	6.20533625439591e+00
7e-05                 	2.37273585574384e-01	6.20968823419389e+00
7.05e-05              	2.37842018451090e-01	6.21400003852635e+00
7.1e-05               	2.38411923003915e-01	6.21827192262535e+00
7.15e-05              	2.38983287606144e-01	6.22250447545336e+00
7.2e-05               	2.39557001762021e-01	6.22669817515631e+00
7.25e-05              	2.40132142698734e-01	6.23085352178321e+00
7.3e-05               	2.40708731960652e-01	6.23497084315009e+00
7.35e-05              	2.41286800179727e-01	6.23905047241006e+00
7.4e-05               	2.41866358413735e-01	6.24309278167512e+00
7.45e-05              	2.42446927642173e-01	6.24709806078492e+00
7.5e-05               	2.43028859668231e-01	6.25106674433716e+00
7.55e-05              	2.43612189791516e-01	6.25499919552175e+00
7.6e-05               	2.44196849374790e-01	6.25889578258259e+00
7.65e-05              	2.44782519221935e-01	6.26275684933573e+00
7.7e-05               	2.45369600664136e-01	6.26658277263994e+00
7.75e-05              	2.45958206870573e-01	6.27037391296740e+00
7.8e-05               	2.46548682981947e-01	6.27413064005398e+00
7.85e-05              	2.47141411146203e-01	6.27785334987323e+00
7.9e-05               	2.47733516610186e-01	6.28154236269831e+00
7.95e-05              	2.48324726661985e-01	6.28519755757677e+00
8e-05                 	2.48917969924445e-01	6.28881967509007e+00
8.05e-05              	2.49510744694756e-01	6.29240905953311e+00
8.1e-05               	2.50102936482251e-01	6.29596627663906e+00
8.15e-05              	2.50695541218044e-01	6.29949156964390e+00
8.2e-05               	2.51289513587778e-01	6.30298521200365e+00
8.25e-05              	2.51884326741006e-01	6.30644752490476e+00
8.3e-05               	2.52480373415286e-01	6.30987887104046e+00
8.35e-05              	2.53077089293872e-01	6.31327955295252e+00
8.4e-05               	2.53673898823617e-01	6.31664982734907e+00
8.45e-05              	2.54271520039601e-01	6.31999016363491e+00
8.5e-05               	2.54869960840898e-01	6.32330139825992e+00
8.55e-05              	2.55469240567136e-01	6.32658319202479e+00
8.6e-05               	2.56069244245615e-01	6.32983588873859e+00
8.65e-05              	2.56669912514107e-01	6.33305985260486e+00
8.7e-05               	2.57271074830564e-01	6.33625548686628e+00
8.75e-05              	2.57872622877022e-01	6.33942313253589e+00
8.8e-05               	2.58474251567099e-01	6.34256311324532e+00
8.85e-05              	2.58522273027623e-01	6.34567580151577e+00
8.9e-05               	2.57408441781108e-01	6.34876156821516e+00
8.95e-05              	2.56300378455125e-01	6.35182075340971e+00
9e-05                 	2.55197451057299e-01	6.35485363427266e+00
9.05e-05              	2.54099614696562e-01	6.35786054980760e+00
9.1e-05               	2.53006745852440e-01	6.36084183109477e+00
9.15e-05              	2.51918377728389e-01	6.36379780650215e+00
9.2e-05               	2.50833024432968e-01	6.36672880276280e+00
9.25e-05              	2.49755812021411e-01	6.36963512504482e+00
9.3e-05               	2.48683304153284e-01	6.37251710139372e+00
9.35e-05              	2.47615470158819e-01	6.37537506127640e+00
9.4e-05               	2.46552304434227e-01	6.37820934461563e+00
9.45e-05              	2.45493758261655e-01	6.38102029211965e+00
9.5e-05               	2.44439816408277e-01	6.38380823477238e+00
9.55e-05              	2.43390469653093e-01	6.38657349551261e+00
9.6e-05               	2.42345700607820e-01	6.38931639461055e+00
9.65e-05              	2.41305591564368e-01	6.39203724184668e+00
9.7e-05               	2.40270225623288e-01	6.39473634293923e+00
9.75e-05              	2.39239511924690e-01	6.39741400077304e+00
9.8e-05               	2.38213505869177e-01	6.40007052728875e+00
9.85e-05              	2.37192420285169e-01	6.40270619674673e+00
9.9e-05               	2.36174044631305e-01	6.40532133989801e+00
9.95e-05              	2.35159787272362e-01	6.40791621205595e+00
0.0001                	2.34149852847660e-01	6.41049108450977e+00
0.0001005             	2.33142981033433e-01	6.41304625472482e+00
0.000101              	2.32141100506262e-01	6.41558195386961e+00
0.0001015             	2.31143399655941e-01	6.41809846262850e+00
0.000102              	2.30150048014687e-01	6.42059837863602e+00
0.0001025             	2.29160982922726e-01	6.42307964488764e+00
0.000103              	2.28176065608783e-01	6.42554239251380e+00
0.0001035             	2.27195273110490e-01	6.42798688757285e+00
0.000104              	2.26218582605482e-01	6.43041347314008e+00
0.0001045             	2.25245745193969e-01	6.43282574470455e+00
0.000105              	2.24276951531027e-01	6.43522041860315e+00
0.0001055             	2.23312174785389e-01	6.43759774477385e+00
0.000106              	2.22351388159888e-01	6.43995796748149e+00
0.0001065             	2.21394534311534e-01	6.44230132793183e+00
0.000107              	2.20441535342751e-01	6.44462806247218e+00
0.0001075             	2.19492233064001e-01	6.44693840231104e+00
0.000108              	2.18546206611061e-01	6.44923255431969e+00
0.0001085             	2.17603586453070e-01	6.45151031049331e+00
0.000109              	2.16667408159020e-01	6.45376931987641e+00
0.0001095             	2.15734356001463e-01	6.45603441950151e+00
0.00011               	2.14807703443487e-01	6.45827638794477e+00
0.0001105             	2.13885371192147e-01	6.46047035462722e+00
0.000111              	2.12965979689898e-01	6.46261149276373e+00
0.0001115             	2.12049134501484e-01	6.46468613417203e+00
0.000112              	2.11134263163155e-01	6.46667023823936e+00
0.0001125             	2.10220650571700e-01	6.46852588156039e+00
0.000113              	2.09307711739404e-01	6.47021023358461e+00
0.0001135             	2.08395003302891e-01	6.47168130000087e+00
0.000114              	2.07482491464166e-01	6.47289893613099e+00
0.0001145             	2.06569166930377e-01	6.47382538642349e+00
0.000115              	2.05654824520966e-01	6.47442548672213e+00
0.0001155             	2.04738872266003e-01	6.47466683429220e+00
0.000116              	2.03820339489178e-01	6.47451990165421e+00
0.0001165             	2.02937823424827e-01	6.47617474273900e+00
0.000117              	2.02057171434264e-01	6.47766091478965e+00
0.0001175             	2.01179610905360e-01	6.47896158743835e+00
0.000118              	2.00303776197179e-01	6.48007297024465e+00
0.0001185             	1.99429661616119e-01	6.48098659293099e+00
0.000119              	1.98557374682025e-01	6.48169420264443e+00
0.0001195             	1.97686813386478e-01	6.48218783801266e+00
0.00012               	1.96817970346636e-01	6.48246005039069e+00
0.0001205             	1.95951179241964e-01	6.48250399264106e+00
0.000121              	1.95083865742024e-01	6.48231408049200e+00
0.0001215             	1.94216832610347e-01	6.48188479191754e+00
0.000122              	1.93348860009694e-01	6.48121203587412e+00
0.0001225             	1.92480880109049e-01	6.48029245849064e+00
0.000123              	1.91613549661548e-01	6.47912401082100e+00
0.0001235             	1.90746737248434e-01	6.47770661926685e+00
0.000124              	1.89880456483602e-01	6.47604282474187e+00
0.0001245             	1.89014939505597e-01	6.47414055965313e+00
0.000125              	1.88149990828541e-01	6.47197977269098e+00
0.0001255             	1.87284036363610e-01	6.46946659267483e+00
0.000126              	1.86417476966500e-01	6.46665958440379e+00
0.0001265             	1.85549121903181e-01	6.46346401552337e+00
0.000127              	1.84680199697977e-01	6.45999755751943e+00
0.0001275             	1.83810587632331e-01	6.45628032345600e+00
0.000128              	1.82939863810385e-01	6.45231708671855e+00
0.0001285             	1.82070662085673e-01	6.44811164750642e+00
0.000129              	1.81203114195522e-01	6.44366927073394e+00
0.0001295             	1.80337241360834e-01	6.43899562935305e+00
0.00013               	1.79470153903972e-01	6.43409688094044e+00
0.0001305             	1.78601834094028e-01	6.42898055258106e+00
0.000131              	1.77732334772262e-01	6.42365502493847e+00
0.0001315             	1.76861565497920e-01	6.41812934571669e+00
0.000132              	1.75989126923668e-01	6.41241314418001e+00
0.0001325             	1.75115043653364e-01	6.40651672751480e+00
0.000133              	1.74239545655146e-01	6.40045089279058e+00
0.0001335             	1.73362313396839e-01	6.39422673185068e+00
0.000134              	1.72482739722989e-01	6.38785577919156e+00
0.0001345             	1.71599400487156e-01	6.38134988090949e+00
0.000135              	1.70712625246733e-01	6.37472112408754e+00
0.0001355             	1.69842448783986e-01	6.36798177646868e+00
0.000136              	1.68988656006587e-01	6.36114423126442e+00
0.0001365             	1.68139997518763e-01	6.35422084681531e+00
0.000137              	1.67291830888238e-01	6.34722396233306e+00
0.0001375             	1.66444289526752e-01	6.34016587398363e+00
0.000138              	1.65597767736884e-01	6.33305878896400e+00
0.0001385             	1.64752683366525e-01	6.32591477668152e+00
0.000139              	1.63909455083785e-01	6.31874572119015e+00
0.0001395             	1.63068256370332e-01	6.31156327602143e+00
0.00014               	1.62229596072150e-01	6.30437883878612e+00
0.0001405             	1.61394081049676e-01	6.29720355316329e+00
0.000141              	1.60562157087846e-01	6.29004822033192e+00
0.0001415             	1.59734180166898e-01	6.28292322416755e+00
0.000142              	1.58910420540760e-01	6.27583850766442e+00
0.0001425             	1.58091206636106e-01	6.26880358620658e+00
0.000143              	1.57277094402592e-01	6.26182753028059e+00
0.0001435             	1.56468669209520e-01	6.25491895013599e+00
0.000144              	1.55666224268638e-01	6.24808599723234e+00
0.0001445             	1.54868447448038e-01	6.24133644774875e+00
0.000145              	1.54075855847433e-01	6.23467732268253e+00
0.0001455             	1.53289534544603e-01	6.22810991328186e+00
0.000146              	1.52510316569701e-01	6.22162974626815e+00
0.0001465             	1.51738547453406e-01	6.21523265883050e+00
0.000147              	1.50974530319279e-01	6.20891856208498e+00
0.0001475             	1.50217764756556e-01	6.20268418767021e+00
0.000148              	1.49468753028748e-01	6.19653009674044e+00
0.0001485             	1.48727419835317e-01	6.19045346799844e+00
0.000149              	1.47998055179259e-01	6.18445452759713e+00
0.0001495             	1.47280255985113e-01	6.17853430011432e+00
0.00015               	1.46573866565793e-01	6.17269432293574e+00
0.0001505             	1.45881198131966e-01	6.16693650456531e+00
0.000151              	1.45200408385932e-01	6.16126299858887e+00
0.0001515             	1.44519441947079e-01	6.15567621501502e+00
0.000152              	1.43835559381500e-01	6.15017862630173e+00
0.0001525             	1.43164324051791e-01	6.14477274505728e+00
0.000153              	1.42504750583547e-01	6.13946102703813e+00
0.0001535             	1.41857194085749e-01	6.13424585149648e+00
0.000154              	1.41220485813845e-01	6.12912944409110e+00
0.0001545             	1.40589634639333e-01	6.12411392332727e+00
0.000155              	1.39962403265282e-01	6.11920109256332e+00
0.0001555             	1.39341839582666e-01	6.11439241635877e+00
0.000156              	1.38731808206206e-01	6.10968914300845e+00
0.0001565             	1.38142439867769e-01	6.10509224848386e+00
0.000157              	1.37591273237746e-01	6.10060239011688e+00
0.0001575             	1.37086632743053e-01	6.09621990788061e+00
0.000158              	1.36613295302749e-01	6.09194482195212e+00
0.0001585             	1.36153265476834e-01	6.08777684814060e+00
0.000159              	1.35710881613202e-01	6.08371535217649e+00
0.0001595             	1.35283376292851e-01	6.07975944614881e+00
0.00016               	1.34872264204485e-01	6.07590787012090e+00
0.0001605             	1.34479435466262e-01	6.07215907626538e+00
0.000161              	1.34134889907680e-01	6.07114543810395e+00
0.0001615             	1.33809641274087e-01	6.06993282980408e+00
0.000162              	1.33506170476069e-01	6.06860745400619e+00
0.0001625             	1.33240122836726e-01	6.06785664575978e+00
0.000163              	1.32947105145861e-01	6.06054025655990e+00
0.0001635             	1.32720604697951e-01	6.05375074968433e+00
0.000164              	1.32531966109034e-01	6.04743510970308e+00
0.0001645             	1.32340495134438e-01	6.04154593893935e+00
0.000165              	1.32017655815142e-01	6.03603969359382e+00
0.0001655             	1.31602672482492e-01	6.03087729407066e+00
0.000166              	1.31086620510528e-01	6.02602345923858e+00
0.0001665             	1.30610803954101e-01	6.02144632591445e+00
0.000167              	1.30155924848178e-01	6.01711709986302e+00
0.0001675             	1.29721403743929e-01	6.01300965760876e+00
0.000168              	1.29307358797884e-01	6.00910020954504e+00
0.0001685             	1.28910931768096e-01	6.00536717049567e+00
0.000169              	1.28531374714960e-01	6.00179085823706e+00
0.0001695             	1.28168160913264e-01	5.99835324632719e+00
0.00017               	1.27820833692037e-01	5.99503789746375e+00
0.0001705             	1.27488973670959e-01	5.99182973821946e+00
0.000171              	1.27172188402897e-01	5.98871490275410e+00
0.0001715             	1.26870145663061e-01	5.98568060964521e+00
0.000172              	1.26582286298343e-01	5.98271505473339e+00
0.0001725             	1.26308153877806e-01	5.97980732516430e+00
0.000173              	1.26047491013423e-01	5.97809929492393e+00
0.0001735             	1.25799900176175e-01	5.98770797205804e+00
0.000174              	1.25564996943434e-01	5.99708153942295e+00
0.0001745             	1.25342648457111e-01	6.00681989798038e+00
0.000175              	1.25132503320536e-01	6.01881996443808e+00
0.0001755             	1.24933995996205e-01	6.03052844992425e+00
0.000176              	1.24746790378601e-01	6.04194738496866e+00
0.0001765             	1.24570565730567e-01	6.05307902612187e+00
0.000177              	1.24405001607603e-01	6.06392583415287e+00
0.0001775             	1.24249790402251e-01	6.07449045764107e+00
0.000178              	1.24104647891333e-01	6.08477571576007e+00
0.0001785             	1.23969291425003e-01	6.09478458296908e+00
0.000179              	1.23843455473360e-01	6.10452017860836e+00
0.0001795             	1.23726892811023e-01	6.11398576667078e+00
0.00018               	1.23619500018943e-01	6.12318441999310e+00
0.0001805             	1.23520839205513e-01	6.13211975648347e+00
0.000181              	1.23430711921471e-01	6.14079512501365e+00
0.0001815             	1.23348720380242e-01	6.14921441757921e+00
0.000182              	1.23274730582390e-01	6.15738133541869e+00
0.0001825             	1.23208603531081e-01	6.16529964421189e+00
0.000183              	1.23150632875428e-01	6.17297305186067e+00
0.0001835             	1.23100302150432e-01	6.18040547288633e+00
0.000184              	1.23057411814775e-01	6.18760082302910e+00
0.0001845             	1.23022236470626e-01	6.19456288588237e+00
0.000185              	1.22994091541668e-01	6.20129574074258e+00
0.0001855             	1.22973065836272e-01	6.20780329490490e+00
0.000186              	1.22959275162465e-01	6.21408939236206e+00
0.0001865             	1.22952934669543e-01	6.22015793113312e+00
0.000187              	1.22954741418587e-01	6.22601222250994e+00
0.0001875             	1.22961349616883e-01	6.23165391948256e+00
0.000188              	1.22974966244754e-01	6.23709708562387e+00
0.0001885             	1.22994107476962e-01	6.24235107647672e+00
0.000189              	1.23022812912617e-01	6.24741120729027e+00
0.0001895             	1.23060521649952e-01	6.25227949060879e+00
0.00019               	1.23107270427157e-01	6.25695977136566e+00
0.0001905             	1.23147822039198e-01	6.26145564119005e+00
0.000191              	1.23186868098829e-01	6.26577113128878e+00
0.0001915             	1.23227369885511e-01	6.26991004705660e+00
0.000192              	1.23255941137382e-01	6.27387634209199e+00
0.0001925             	1.23284490701104e-01	6.27767393449418e+00
0.000193              	1.23311453479467e-01	6.28130664600096e+00
0.0001935             	1.23340029068744e-01	6.28477827127434e+00
0.000194              	1.23369320764394e-01	6.28809251348512e+00
0.0001945             	1.23404138801118e-01	6.29125300387128e+00
0.000195              	1.23444317203741e-01	6.29426334206803e+00
0.0001955             	1.23490241554617e-01	6.29712714729900e+00
0.000196              	1.23542175738124e-01	6.29984805006976e+00
0.0001965             	1.23600198887561e-01	6.30242973095919e+00
0.000197              	1.23664925225293e-01	6.30501887316975e+00
0.0001975             	1.23740368952903e-01	6.30746508990169e+00
0.000198              	1.23824661703544e-01	6.30973865274768e+00
0.0001985             	1.23919694868415e-01	6.31209851155502e+00
0.000199              	1.24024847713841e-01	6.31434332264457e+00
0.0001995             	1.24126904108265e-01	6.31647351101919e+00
0.0002                	1.24231891482110e-01	6.31849287060210e+00
0.0002005             	1.24339674723019e-01	6.32040611540447e+00
0.000201              	1.24441735045624e-01	6.32221726682521e+00
0.0002015             	1.24551304723650e-01	6.32392787563148e+00
0.000202              	1.24667985098672e-01	6.32554579110234e+00
0.0002025             	1.24791416099831e-01	6.32707623442402e+00
0.000203              	1.24921563834515e-01	6.32852410441754e+00
0.0002035             	1.25058356957405e-01	6.32989354760209e+00
0.000204              	1.25201775646056e-01	6.33118836942758e+00
0.0002045             	1.25351855509099e-01	6.33241377169651e+00
0.000205              	1.25508562677072e-01	6.33357364624206e+00
0.0002055             	1.25671738707638e-01	6.33467180601152e+00
0.000206              	1.25841361577339e-01	6.33571205330712e+00
0.0002065             	1.26017622423436e-01	6.33669819564598e+00
0.000207              	1.26200539941238e-01	6.33763396903502e+00
0.0002075             	1.26390106898599e-01	6.33852306181169e+00
0.000208              	1.26586306569729e-01	6.33936910859178e+00
0.0002085             	1.26789123068820e-01	6.34017569082889e+00
0.000209              	1.26998535643499e-01	6.34094632278320e+00
0.0002095             	1.27214533409514e-01	6.34168446391901e+00
0.00021               	1.27437099368650e-01	6.34239350605357e+00
0.0002105             	1.27666185171407e-01	6.34307670053896e+00
0.000211              	1.27901623558262e-01	6.34373724945457e+00
0.0002115             	1.28143470427895e-01	6.34437822449669e+00
0.000212              	1.28391714476276e-01	6.34500262063062e+00
0.0002125             	1.28646343527345e-01	6.34561336002743e+00
0.000213              	1.28907194718329e-01	6.34621329683462e+00
0.0002135             	1.29174183312266e-01	6.34680521018392e+00
0.000214              	1.29447349453016e-01	6.34739180600904e+00
0.0002145             	1.29726624303752e-01	6.34797572533181e+00
0.000215              	1.30011851558694e-01	6.34863663462162e+00
0.0002155             	1.30302996790258e-01	6.34930021692509e+00
0.000216              	1.30600376524595e-01	6.34996846283368e+00
0.0002165             	1.30905097480449e-01	6.35064306388293e+00
0.000217              	1.31216080931973e-01	6.35132647402553e+00
0.0002175             	1.31533029084635e-01	6.35202082898614e+00
0.000218              	1.31856952677321e-01	6.35272767649634e+00
0.0002185             	1.32187156297639e-01	6.35344885933579e+00
0.000219              	1.32522512325856e-01	6.35418689087218e+00
0.0002195             	1.32863223005870e-01	6.35494398109817e+00
0.00022               	1.33209355445431e-01	6.35572239270618e+00
0.0002205             	1.33559740210886e-01	6.35652429372077e+00
0.000221              	1.33915865348310e-01	6.35735173089831e+00
0.0002215             	1.34277792126700e-01	6.35820666093257e+00
0.000222              	1.34643034753678e-01	6.35909120101046e+00
0.0002225             	1.35016141039386e-01	6.36000634738045e+00
0.000223              	1.35394711314499e-01	6.36095378417723e+00
0.0002235             	1.35776229319869e-01	6.36193461585206e+00
0.000224              	1.36165263672464e-01	6.36294736758739e+00
0.0002245             	1.36556322086541e-01	6.36403234681238e+00
0.000225              	1.36955795034139e-01	6.36513796497923e+00
0.0002255             	1.37358042216533e-01	6.36630935080195e+00
0.000226              	1.37767258685288e-01	6.36756273536768e+00
0.0002265             	1.38179646281700e-01	6.36881979729290e+00
0.000227              	1.38598905586324e-01	6.37016471324238e+00
0.0002275             	1.39021228100116e-01	6.37151880494746e+00
0.000228              	1.39447645411355e-01	6.37296580686888e+00
0.0002285             	1.39882378157183e-01	6.37443321318511e+00
0.000229              	1.40318354595611e-01	6.37598743460711e+00
0.0002295             	1.40759049272809e-01	6.37753898703008e+00
0.00023               	1.41207938429244e-01	6.37905237668193e+00
0.0002305             	1.41657685492995e-01	6.38066057890044e+00
0.000231              	1.42111990105870e-01	6.38231378774659e+00
0.0002315             	1.42570725861468e-01	6.38401864280650e+00
0.000232              	1.43034815762048e-01	6.38574266243634e+00
0.0002325             	1.43502195264525e-01	6.38755335204726e+00
0.000233              	1.43973722375609e-01	6.38942655019380e+00
0.0002335             	1.44452289515741e-01	6.39136131452761e+00
0.000234              	1.44931916940833e-01	6.39336080440358e+00
0.0002345             	1.45415507484643e-01	6.39542660880729e+00
0.000235              	1.45902990809571e-01	6.39756054048188e+00
0.0002355             	1.46394299735871e-01	6.39976422473642e+00
0.000236              	1.46889366803159e-01	6.40203914564677e+00
0.0002365             	1.47388127466114e-01	6.40438663717883e+00
0.000237              	1.47890526090270e-01	6.40680787108263e+00
0.0002375             	1.48396468189022e-01	6.40930384826866e+00
0.000238              	1.48905826646260e-01	6.41187539716714e+00
0.0002385             	1.49418601176297e-01	6.41452316199628e+00
0.000239              	1.49934740971040e-01	6.41724760698695e+00
0.0002395             	1.50454192428687e-01	6.42004901138276e+00
0.00024               	1.50976866588355e-01	6.42292749017746e+00
0.0002405             	1.51502721605382e-01	6.42588293178941e+00
0.000241              	1.52031674216084e-01	6.42891490667437e+00
0.0002415             	1.52563656448439e-01	6.43202277949715e+00
0.000242              	1.53098608981572e-01	6.43520602316773e+00
0.0002425             	1.53636475088191e-01	6.43846353265387e+00
0.000243              	1.54177217124098e-01	6.44179402442353e+00
0.0002435             	1.54720802210316e-01	6.44519606569537e+00
0.000244              	1.55267194513583e-01	6.44866814173254e+00
0.0002445             	1.55822868667153e-01	6.45219598622230e+00
0.000245              	1.56378059603330e-01	6.45568224436761e+00
0.0002455             	1.56933975481936e-01	6.45886373449975e+00
0.000246              	1.57492302203155e-01	6.46176582229042e+00
0.0002465             	1.58053168691244e-01	6.46474918158237e+00
0.000247              	1.58616480295973e-01	6.46781187679562e+00
0.0002475             	1.59182164034941e-01	6.47095196718701e+00
0.000248              	1.59750533215230e-01	6.47416747398647e+00
0.0002485             	1.60321721617447e-01	6.47745627306880e+00
0.000249              	1.60893706595118e-01	6.48081589531097e+00
0.0002495             	1.61466808506830e-01	6.48424408006020e+00
0.00025               	1.62039469742271e-01	6.48773851506130e+00
0.0002505             	1.62614199636810e-01	6.49129690482386e+00
0.000251              	1.63191221762253e-01	6.49491674061689e+00
0.0002515             	1.63770502466497e-01	6.49859399759723e+00
0.000252              	1.64351996732150e-01	6.50232428685058e+00
0.0002525             	1.64935790153842e-01	6.50610333518273e+00
0.000253              	1.65521713450752e-01	6.50992668246587e+00
0.0002535             	1.66109909158289e-01	6.51378281272421e+00
0.000254              	1.66700298188975e-01	6.51766902173103e+00
0.0002545             	1.67292816674806e-01	6.52157789547056e+00
0.000255              	1.67887301943323e-01	6.52551098652174e+00
0.0002555             	1.68484188405238e-01	6.52945914173438e+00
0.000256              	1.69083230282807e-01	6.53392086175226e+00
0.0002565             	1.69684099160612e-01	6.53787808792192e+00
0.000257              	1.70287344711387e-01	6.54183388261453e+00
0.0002575             	1.70891817104950e-01	6.54627931670046e+00
0.000258              	1.71501228744333e-01	6.55020959669063e+00
0.0002585             	1.72111898053462e-01	6.55460230715933e+00
0.000259              	1.72726615581140e-01	6.55847803742408e+00
0.0002595             	1.73341224807776e-01	6.56279920100086e+00
0.00026               	1.73960077930424e-01	6.56707652366127e+00
0.0002605             	1.74582869559698e-01	6.57130094402035e+00
0.000261              	1.75206269961703e-01	6.57546464564315e+00
0.0002615             	1.75833814253035e-01	6.57910531292633e+00
0.000262              	1.76464597780631e-01	6.58314943730836e+00
0.0002625             	1.77100569745373e-01	6.58688079234873e+00
0.000263              	1.77765226500853e-01	6.59062122199203e+00
0.0002635             	1.78394803214385e-01	6.59545362438046e+00
0.000264              	1.79028863902085e-01	6.60039010956838e+00
0.0002645             	1.79666694939500e-01	6.60514149043350e+00
0.000265              	1.80307322123742e-01	6.60970509555147e+00
0.0002655             	1.80949614020789e-01	6.61407959597315e+00
0.000266              	1.81594369713794e-01	6.61826538636611e+00
0.0002665             	1.82251770762934e-01	6.62226215074077e+00
0.000267              	1.82919780968984e-01	6.62607136883415e+00
0.0002675             	1.83594467713709e-01	6.62969454287868e+00
0.000268              	1.84272330097468e-01	6.63313324891914e+00
0.0002685             	1.84953263529101e-01	6.63638936469272e+00
0.000269              	1.85637207760293e-01	6.63946581314604e+00
0.0002695             	1.86324046619189e-01	6.64294858759517e+00
0.00027               	1.87013547972780e-01	6.64647751022568e+00
0.0002705             	1.87704840582200e-01	6.64982946380236e+00
0.000271              	1.88399561468263e-01	6.65300795830816e+00
0.0002715             	1.89101684488682e-01	6.65601291214551e+00
0.000272              	1.89806235444862e-01	6.65887502630439e+00
0.0002725             	1.90513550535490e-01	6.66158319998876e+00
0.000273              	1.91223587919916e-01	6.66412766623714e+00
0.0002735             	1.91936266276064e-01	6.66651136781221e+00
0.000274              	1.92651471127196e-01	6.66873766243168e+00
0.0002745             	1.93369093785625e-01	6.67080982768464e+00
0.000275              	1.94089114197073e-01	6.67273116565203e+00
0.0002755             	1.94811297237907e-01	6.67450537488404e+00
0.000276              	1.95535587018103e-01	6.67613541684297e+00
0.0002765             	1.96261965141938e-01	6.67762438891321e+00
0.000277              	1.96990287875110e-01	6.67897563549939e+00
0.0002775             	1.97720515394102e-01	6.68019228781209e+00
0.000278              	1.98452528413980e-01	6.68127747315624e+00
0.0002785             	1.99186476002897e-01	6.68223412729625e+00
0.000279              	1.99922319331985e-01	6.68306494464917e+00
0.0002795             	2.00660012420733e-01	6.68377262383738e+00
0.00028               	2.01399493514719e-01	6.68435991866985e+00
0.0002805             	2.02140704773896e-01	6.68482950626238e+00
0.000281              	2.02883591690579e-01	6.68518398217334e+00
0.0002815             	2.03628103377102e-01	6.68542586101161e+00
0.000282              	2.04374190522859e-01	6.68555757750441e+00
0.0002825             	2.05121806755076e-01	6.68558148813160e+00
0.000283              	2.05870905980353e-01	6.68549987025207e+00
0.0002835             	2.06621483335483e-01	6.68531501733325e+00
0.000284              	2.07373497151517e-01	6.68502907955830e+00
0.0002845             	2.08126893531447e-01	6.68464411899873e+00
0.000285              	2.08881691590559e-01	6.68416225809512e+00
0.0002855             	2.09637817894221e-01	6.68358534619908e+00
0.000286              	2.10395227853331e-01	6.68291534105063e+00
0.0002865             	2.11153905006874e-01	6.68215416922515e+00
0.000287              	2.11913840432324e-01	6.68130370188549e+00
0.0002875             	2.12675028886441e-01	6.68036575421071e+00
0.000288              	2.13437543049058e-01	6.67934209526521e+00
0.0002885             	2.14201243054046e-01	6.67823445697760e+00
0.000289              	2.14964886456070e-01	6.67704454312834e+00
